"id","account","description","category","reference","currency","amount","status","transactionDate","createdAt","updatedAt"
"09b480e8-a754-4da9-ad63-f4aa4a52140e",Sydney Beard,Bill Payment Bafik,,,GBP,-40.0,BOOKED,2021-06-12 16:06:39,2021-06-23 17:09:31,2021-06-23 17:09:31
"51a0f251-8422-4369-8f5c-c59e3c33c424",Sydney Beard,Bill Payment Bafik,,,GBP,-40.0,BOOKED,2021-06-12 06:48:28,2021-06-23 17:09:31,2021-06-23 17:09:31
"8a189f69-3f8a-4aa2-ad5c-57f63e1b4540",Sydney Beard,Bill Payment Bafik,,,GBP,-40.0,BOOKED,2021-06-12 06:45:47,2021-06-23 17:09:31,2021-06-23 17:09:31
"8cd2457a-1938-4da4-aea8-48f4405a9fe8",Sydney Beard,"0",,,GBP,-45.0,BOOKED,2021-05-28 14:08:55,2021-06-23 17:09:31,2021-06-23 17:09:31
b4d0c8c5-8568-4132-802f-aa6799ae0425,Sydney Beard,Bills Coffee Shop,,,GBP,-8.7,BOOKED,2021-05-27 12:32:00,2021-06-23 17:09:31,2021-06-23 17:09:31
"444f87d9-f4f3-4c5b-a928-5dfcf0996b2a",Sydney Beard,Standing order to NWBK80540122222222,,,GBP,-26.48,BOOKED,2021-06-21 19:40:34,2021-06-23 17:09:31,2021-06-23 17:09:31
"5ca9dd24-95ea-4f75-b30f-b0df14e9f48b",Sydney Beard,,,,GBP,-30.0,BOOKED,2021-06-17 15:44:36,2021-06-23 17:09:31,2021-06-23 17:09:31
"6cf4837f-f124-4500-9867-0cdda3c2fbd0",Sydney Beard,Standing order to NWBK80540122222222,,,GBP,-26.48,BOOKED,2021-06-14 19:38:41,2021-06-23 17:09:31,2021-06-23 17:09:31
"54617542-09d5-4b00-a098-7204480bc387",Household,"Cash to Lindsay, Quynn M.",Another One,Ref 7338,GBP,-112.48,BOOKED,2020-09-04 17:10:14,2021-06-24 17:42:39,2021-06-24 17:42:39
"3cb94f56-c2ce-420b-bbd6-02fc55fb0622",Sydney Beard,Ref2,,,GBP,-26.48,BOOKED,2021-06-10 19:42:28,2021-06-23 17:09:31,2021-06-23 17:09:31
"736f85e1-3417-4c88-a0b3-fe58e522b92e",Sydney Beard,Standing order to NWBK80540122222222,,,GBP,-26.48,BOOKED,2021-06-07 19:41:23,2021-06-23 17:09:31,2021-06-23 17:09:31
"1eb9b779-0df8-403c-8145-c9dc2d67278a",Sydney Beard,Standing order to NWBK80540122222222,,,GBP,-26.48,BOOKED,2021-05-31 19:42:02,2021-06-23 17:09:31,2021-06-23 17:09:31
"3b7377b4-27f0-4d1b-a337-1e1a11ddc4bc",Sydney Beard,Standing order to NWBK80540122222222,,,GBP,-26.48,BOOKED,2021-05-24 19:41:17,2021-06-23 17:09:31,2021-06-23 17:09:31
abb3ca46-c228-4bec-9478-55a9bcee7dd3,Sydney Beard,,,,GBP,-30.0,BOOKED,2021-05-18 12:46:05,2021-06-23 17:09:31,2021-06-23 17:09:31
c644a591-cf3c-40c2-9228-c8a81ec74bd9,Sydney Beard,Standing order to NWBK80540122222222,,,GBP,-26.48,BOOKED,2021-05-17 19:41:05,2021-06-23 17:09:31,2021-06-23 17:09:31
"5f828ebf-f1f3-4817-bafe-ced0c87277a5",Sydney Beard,,,,GBP,-30.0,BOOKED,2021-05-14 12:24:37,2021-06-23 17:09:31,2021-06-23 17:09:31
a39a0508-0130-4160-8535-a679c9c68023,Sydney Beard,,,,GBP,-75.0,BOOKED,2021-05-14 12:05:51,2021-06-23 17:09:31,2021-06-23 17:09:31
"8b77aa8c-78f1-4b91-bc9e-b8a35792bb49",Sydney Beard,Standing order to NWBK80540122222222,,,GBP,-26.48,BOOKED,2021-05-10 19:42:03,2021-06-23 17:09:31,2021-06-23 17:09:31
ca77a3d4-4b1d-4da1-bfa6-455b7d837482,Sydney Beard,Standing order to NWBK80540122222222,,,GBP,-26.48,BOOKED,2021-05-03 19:42:23,2021-06-23 17:09:31,2021-06-23 17:09:31
"9b632f6a-5462-45d8-96db-c723fde89250",Sydney Beard,Standing order to NWBK80540122222222,,,GBP,-26.48,BOOKED,2021-04-26 19:40:40,2021-06-23 17:09:31,2021-06-23 17:09:31
"4a49262f-11a9-4417-82db-33c11379c392",Sydney Beard,Standing order to NWBK80540122222222,,,GBP,-26.48,BOOKED,2021-04-19 19:38:52,2021-06-23 17:09:31,2021-06-23 17:09:31
"241c7bdf-6654-4781-a827-d6f4579fee3b",Sydney Beard,Scheduled payment to GB49AIBK93134999999999,,,GBP,-13.37,BOOKED,2021-04-16 19:40:37,2021-06-23 17:09:31,2021-06-23 17:09:31
e945cc83-0c9c-49fa-9894-a526d69a0289,Sydney Beard,Ref2,,,GBP,-26.48,BOOKED,2021-04-14 19:40:05,2021-06-23 17:09:31,2021-06-23 17:09:31
"0d8bc3c7-fe34-4831-a83d-a59919cc08f9",Sydney Beard,Standing order to NWBK80540122222222,,,GBP,-26.48,BOOKED,2021-04-14 19:40:05,2021-06-23 17:09:31,2021-06-23 17:09:31
"23106774-79df-4397-8719-d2e90e9a198f",Sydney Beard,Bills Coffee Shop,,,GBP,-8.7,BOOKED,2021-04-13 23:36:36,2021-06-23 17:09:31,2021-06-23 17:09:31
"2389991f-f241-447a-86c6-1cd367f3f8f8",Sydney Beard,Pizzeria Mama Roma,,,GBP,-72.14,BOOKED,2021-04-08 19:38:00,2021-06-23 17:09:31,2021-06-23 17:09:31
"1ab9c5db-f5ba-4a71-bb55-476e5343dfeb",Sydney Beard,Monthly savings,,,GBP,-250.0,BOOKED,2021-04-06 19:38:00,2021-06-23 17:09:31,2021-06-23 17:09:31
"3233361c-57a8-4fcf-b7e0-51045d5e738d",Sydney Beard,Scheduled payment to NWBK80540122222222,Another One,,GBP,-42.0,BOOKED,2021-05-13 19:42:39,2021-06-23 17:09:31,2021-06-23 17:09:31
e9c552b5-633f-466d-8294-5638f3dabca5,Sydney Beard,Ref2,Another One,,GBP,-26.48,BOOKED,2021-05-10 19:42:03,2021-06-23 17:09:31,2021-06-23 17:09:31
"7f3d5d36-f217-42f5-a591-97a5ccd903d5",Household,"Cash to Mccray, Zena K.",,Ref 5918,GBP,-431.21,BOOKED,2021-02-25 10:26:15,2021-06-24 17:42:39,2021-06-24 17:42:39
"5627c1f7-dace-4e51-9740-b88c8ab48c52",Household,"Cash from Buck, Ignacia O.",Sample,Ref 8217,GBP,311.61,BOOKED,2020-07-26 14:45:21,2021-06-24 17:42:39,2021-06-24 17:42:39
"4a046e03-b361-456e-98ad-7a3c54756adb",Household,"Cash from Fitzpatrick, Fitzgerald N.",,Ref 8703,GBP,188.05,BOOKED,2021-02-06 20:00:26,2021-06-24 17:42:39,2021-07-02 21:57:33
f82c8f70-f85e-4fa4-8a94-ae666ebe39e4,Household,"Cash from Henderson, Tyler D.",,Ref 2584,GBP,379.69,BOOKED,2021-02-16 07:52:58,2021-06-24 17:42:39,2021-06-24 17:42:39
ddd79b50-6685-4e28-a5e7-41c12616fbda,Household,"Cash from Harris, Jana Y.",,Ref 1090,GBP,405.36,BOOKED,2021-02-15 15:50:47,2021-06-24 17:42:39,2021-06-24 17:42:39
d91fa7b6-8319-4963-a7a2-be16849d76f4,Household,"Cash to Rollins, Amela Y.",,Ref 4850,GBP,-71.37,BOOKED,2021-02-05 16:07:00,2021-06-24 17:42:39,2021-06-24 17:42:39
"5f3a7a96-24ce-4fb1-a3ea-6e4c7638b879",Household,"Cash to Robinson, Tashya W.",,Ref 267,GBP,-198.39,BOOKED,2021-02-03 18:29:30,2021-06-24 17:42:39,2021-06-24 17:42:39
"0b56b968-d419-4fef-9793-d0f23dd92d9a",Household,"Cash to Key, Lesley X.",,Ref 1709,GBP,-335.22,BOOKED,2021-01-29 09:13:16,2021-06-24 17:42:39,2021-06-24 17:42:39
"8e888ea5-0b62-4baf-aace-587489409fba",Household,"Cash to Riley, Colleen O.",,Ref 2611,GBP,-481.29,BOOKED,2021-01-27 16:35:54,2021-06-24 17:42:39,2021-06-24 17:42:39
"2454ac5b-f684-45cf-9173-849fbba1f6cb",Household,"Cash to Leonard, Martha U.",,Ref 6534,GBP,-213.19,BOOKED,2021-01-26 18:20:58,2021-06-24 17:42:39,2021-06-24 17:42:39
ea9b86f2-82b3-49f4-9e25-00b6ce3dd048,Household,"Cash to Graham, Octavia M.",,Ref 930,GBP,-283.77,BOOKED,2021-01-26 04:18:31,2021-06-24 17:42:39,2021-06-24 17:42:39
"7d8fa782-8aff-4948-9460-f6156c2482b4",Household,"Cash to Greer, Chadwick P.",,Ref 4235,GBP,-492.07,BOOKED,2021-01-24 04:23:31,2021-06-24 17:42:39,2021-06-24 17:42:39
e290cc79-304e-4c77-b08b-7d0bb6514f9c,Household,"Cash to Austin, Dieter I.",,Ref 4676,GBP,-405.45,BOOKED,2021-01-22 19:16:16,2021-06-24 17:42:39,2021-06-24 17:42:39
c0568694-fc1d-4faf-94ef-1785c4f0c657,Household,"Cash to Ratliff, Jamal J.",,Ref 5655,GBP,-468.39,BOOKED,2021-01-20 12:37:53,2021-06-24 17:42:39,2021-06-24 17:42:39
"25e09d61-04d8-4414-b8d7-b453b6740271",Household,"Cash from Decker, Diana Y.",,Ref 3400,GBP,485.49,BOOKED,2021-01-20 01:05:24,2021-06-24 17:42:39,2021-06-24 17:42:39
"2719960d-8ea9-4848-86f7-d02e7892bed0",Household,"Cash from Lawrence, Emmanuel M.",,Ref 9552,GBP,494.2,BOOKED,2021-01-19 13:18:14,2021-06-24 17:42:39,2021-06-24 17:42:39
"969c8515-17c3-4a84-965a-60f1e7824e3d",Household,"Cash from Ratliff, Jamal J.",,Ref 3841,GBP,461.29,BOOKED,2021-01-17 10:53:18,2021-06-24 17:42:39,2021-06-24 17:42:39
"8686d531-9219-42bf-9a59-a08e31565739",Household,"Cash to Ratliff, Jamal J.",,Ref 476,GBP,-259.09,BOOKED,2021-01-15 13:55:07,2021-06-24 17:42:39,2021-06-24 17:42:39
"81e5d434-d15f-427b-b154-3399ffd75179",Household,"Cash to Morrison, Julian J.",,Ref 4435,GBP,-28.15,BOOKED,2021-01-14 02:22:15,2021-06-24 17:42:39,2021-06-24 17:42:39
bdde10bd-32da-4ac1-ba34-6087a0836100,Household,"Cash to Snider, Zeus W.",,Ref 9450,GBP,-291.9,BOOKED,2021-01-08 18:00:02,2021-06-24 17:42:39,2021-06-24 17:42:39
dd52150f-c270-44f2-a522-67ba53589003,Household,"Cash to Russell, Simone X.",Another One,Ref 7865,GBP,-56.3,BOOKED,2021-02-19 05:26:29,2021-06-24 17:42:39,2021-06-24 17:42:39
"05c12c60-c522-4a30-9d98-bb8b982ab04e",Household,"Cash to Buck, Ignacia O.",Another One,Ref 2687,GBP,-395.55,BOOKED,2021-02-16 08:57:08,2021-06-24 17:42:39,2021-06-24 17:42:39
"8b9110dc-a1ea-44ba-883a-78551e5e1807",Household,"Cash to Glenn, Bernard C.",Sample,Ref 9143,GBP,-402.84,BOOKED,2021-01-21 22:18:20,2021-06-24 17:42:39,2021-06-24 17:42:39
b29198b4-889a-42ff-9f01-1b7c94443409,Household,"Cash to Ratliff, Jamal J.",Sample,Ref 3871,GBP,-257.21,BOOKED,2021-01-21 07:35:48,2021-06-24 17:42:39,2021-06-24 17:42:39
ba4828b1-09c6-44dd-824c-d1334614f481,Household,"Cash to Lamb, Rashad O.",Sample,Ref 642,GBP,-178.49,BOOKED,2021-01-21 05:22:54,2021-06-24 17:42:39,2021-06-24 17:42:39
afeab276-9011-43ea-aa4c-b1013a7c2bf2,Household,"Cash from Johnston, Orson O.",,Ref 3176,GBP,92.53,BOOKED,2021-01-07 05:59:52,2021-06-24 17:42:39,2021-06-24 17:42:39
"74a74709-1275-4918-9562-069b307d1c43",Household,"Cash to Peters, Calista O.",,Ref 8156,GBP,-326.15,BOOKED,2021-01-06 06:08:55,2021-06-24 17:42:39,2021-06-24 17:42:39
"164e5314-f151-4798-99af-238cec4c3370",Household,"Cash from Juarez, Jenna M.",,Ref 7019,GBP,187.08,BOOKED,2020-12-30 01:06:15,2021-06-24 17:42:39,2021-06-24 17:42:39
"5921debc-647b-4e21-a382-1b1e66fca613",Household,"Cash from Holland, Ishmael T.",,Ref 9626,GBP,286.51,BOOKED,2020-12-28 20:13:06,2021-06-24 17:42:39,2021-06-24 17:42:39
"00998b62-d483-42ee-8001-843af9cc0fa3",Household,"Cash to Morse, Lev C.",,Ref 672,GBP,-478.87,BOOKED,2020-12-28 00:53:55,2021-06-24 17:42:39,2021-06-24 17:42:39
c34ad39b-86ac-4b45-a576-dc9e956cfc92,Household,"Cash from Lamb, Rashad O.",,Ref 9873,GBP,177.96,BOOKED,2020-12-21 15:26:34,2021-06-24 17:42:39,2021-06-24 17:42:39
efb0ed58-ded1-42d6-b44e-f0b577e6f6fa,Household,"Cash from Workman, Quail L.",,Ref 1846,GBP,445.42,BOOKED,2020-12-19 15:05:59,2021-06-24 17:42:39,2021-06-24 17:42:39
"18c2e978-8404-484d-8378-9dd4b0606141",Household,"Cash from Glover, Lara R.",,Ref 8148,GBP,425.03,BOOKED,2020-12-16 21:28:56,2021-06-24 17:42:39,2021-06-24 17:42:39
"5e51e0c6-948b-4693-8625-1a9ab7dd3998",Household,"Cash from Roman, Daphne P.",,Ref 7520,GBP,480.78,BOOKED,2020-12-15 22:33:52,2021-06-24 17:42:39,2021-06-24 17:42:39
"12f1a4fb-1cc9-4bc6-9053-1fc6b8de4bf1",Household,"Cash from Burch, Bruno K.",,Ref 7809,GBP,263.38,BOOKED,2020-12-13 11:52:13,2021-06-24 17:42:39,2021-06-24 17:42:39
"6c746299-388c-427e-a823-9447d723f41f",Household,"Cash from Lamb, Rashad O.",,Ref 821,GBP,182.9,BOOKED,2020-12-13 05:04:37,2021-06-24 17:42:39,2021-06-24 17:42:39
e6fd1b19-8463-4a78-a8ae-7958c7663386,Household,"Cash from Vasquez, Claire V.",,Ref 1617,GBP,339.68,BOOKED,2020-12-12 09:24:33,2021-06-24 17:42:39,2021-06-24 17:42:39
"91050488-0466-403b-a5d9-9a1e1f01024f",Household,"Cash from Puckett, Jameson I.",,Ref 5153,GBP,108.47,BOOKED,2020-12-11 21:05:23,2021-06-24 17:42:39,2021-06-24 17:42:39
"75dd556d-bfc4-48fe-b104-2d5f348e6f56",Household,"Cash from Snider, Linda L.",,Ref 711,GBP,347.08,BOOKED,2020-12-11 05:56:57,2021-06-24 17:42:39,2021-06-24 17:42:39
"43b6eb28-aaa7-4f52-9b07-3533d95cca31",Household,"Cash to Sykes, Unity E.",,Ref 2482,GBP,-461.04,BOOKED,2020-12-09 14:01:48,2021-06-24 17:42:39,2021-06-24 17:42:39
eb8bb627-0be3-482f-a31e-fd0bfc7d50f2,Household,"Cash from Dudley, Meredith R.",,Ref 9580,GBP,27.84,BOOKED,2020-12-07 08:22:33,2021-06-24 17:42:39,2021-06-24 17:42:39
"8bb7d316-a143-41b0-adb4-471139c4a562",Household,"Cash to Mendez, Mariam R.",,Ref 8716,GBP,-364.91,BOOKED,2020-12-06 06:23:52,2021-06-24 17:42:39,2021-06-24 17:42:39
"9fe60115-5645-47d1-b2c2-4b790bd18e62",Household,"Cash from Henderson, Tyler D.",,Ref 9321,GBP,107.93,BOOKED,2020-12-05 21:55:30,2021-06-24 17:42:39,2021-06-24 17:42:39
de756c4e-7d4c-41f7-a251-0ed07de76044,Household,"Cash to Buck, Ignacia O.",,Ref 6531,GBP,-448.05,BOOKED,2020-12-05 21:27:56,2021-06-24 17:42:39,2021-06-24 17:42:39
"1af9e918-a862-4c62-b3d6-a4dca2c953fc",Household,"Cash from Quinn, Xantha B.",,Ref 8479,GBP,459.22,BOOKED,2020-12-04 11:57:47,2021-06-24 17:42:39,2021-06-24 17:42:39
bb33a2e5-2a5d-4c8c-9aee-1fb81e8d2a92,Household,"Cash from Peters, Calista O.",Sample,Ref 1178,GBP,403.61,BOOKED,2020-12-29 17:30:58,2021-06-24 17:42:39,2021-06-24 17:42:39
f5af48a6-bf76-4665-b349-d4242a5cf8ac,Household,"Cash to Soto, Imogene T.",Another One,Ref 203,GBP,-341.07,BOOKED,2020-12-21 05:36:48,2021-06-24 17:42:39,2021-06-24 17:42:39
bb5d3d93-f126-4436-a001-358bc0872d9d,Household,"Cash from Gilliam, Kelsey G.",,Ref 6600,GBP,249.15,BOOKED,2020-12-04 06:50:52,2021-06-24 17:42:39,2021-06-24 17:42:39
fb039529-bc71-4777-a3c2-4b281c71b2ac,Household,"Cash from Hernandez, Emmanuel M.",,Ref 6234,GBP,395.2,BOOKED,2020-12-03 20:29:47,2021-06-24 17:42:39,2021-06-24 17:42:39
"510d18bd-dfb9-471a-b19f-59bf1c194ef8",Household,"Cash from Hardin, Demetrius C.",,Ref 1215,GBP,48.44,BOOKED,2020-11-28 15:28:34,2021-06-24 17:42:39,2021-06-24 17:42:39
b39cc5ff-0dc5-4236-9515-589d83dbc2c3,Household,"Cash from Key, Lesley X.",,Ref 2768,GBP,173.25,BOOKED,2020-11-27 16:24:47,2021-06-24 17:42:39,2021-06-24 17:42:39
bfabc382-66f1-4a16-a17e-4522ecf7f3ed,Household,"Cash from Mendez, Mariam R.",,Ref 8604,GBP,251.67,BOOKED,2020-11-26 11:58:36,2021-06-24 17:42:39,2021-06-24 17:42:39
"685b8de1-7f82-49aa-be7a-fe905614a074",Household,"Cash to Holland, Ishmael T.",,Ref 243,GBP,-165.48,BOOKED,2020-11-25 08:54:05,2021-06-24 17:42:39,2021-06-24 17:42:39
"59cd40e3-81d2-4b32-bf8a-322e304d8086",Household,"Cash from Page, Clarke D.",,Ref 7350,GBP,446.66,BOOKED,2020-11-23 04:18:22,2021-06-24 17:42:39,2021-06-24 17:42:39
"953c223b-7b2e-4628-9c0a-86aa1528cb94",Household,"Cash to Holland, Ishmael T.",,Ref 7595,GBP,-417.52,BOOKED,2020-11-14 22:16:35,2021-06-24 17:42:39,2021-06-24 17:42:39
"9d7b140b-ba73-4dd9-a9da-b637536aca5e",Household,"Cash from Peters, Calista O.",,Ref 5339,GBP,95.41,BOOKED,2020-11-14 09:11:38,2021-06-24 17:42:39,2021-06-24 17:42:39
"876e3b49-b040-4103-b73f-1671a623cd69",Household,"Cash from Oneil, Shelley Y.",,Ref 5628,GBP,67.08,BOOKED,2020-11-14 08:14:41,2021-06-24 17:42:39,2021-06-24 17:42:39
"32a56e18-9066-499a-adcd-e6c40292ce2a",Household,"Cash from Dawson, Kenneth M.",,Ref 1264,GBP,279.7,BOOKED,2020-11-13 11:51:55,2021-06-24 17:42:39,2021-06-24 17:42:39
"166c0d3f-7c35-4a53-9ae1-4eac91a14c8a",Household,"Cash from Mccray, Zena K.",,Ref 2625,GBP,305.22,BOOKED,2020-11-11 14:48:58,2021-06-24 17:42:39,2021-06-24 17:42:39
"4b0bb615-449a-438e-b214-e6823c05dcf3",Household,"Cash to Dudley, Shelby U.",,Ref 4636,GBP,-118.53,BOOKED,2020-11-11 14:31:55,2021-06-24 17:42:39,2021-06-24 17:42:39
a66a927f-baa4-4535-adef-21bb593926a6,Household,"Cash to Doyle, Pearl U.",,Ref 1431,GBP,-392.42,BOOKED,2020-11-08 18:02:17,2021-06-24 17:42:39,2021-06-24 17:42:39
"7a7a1c5b-0e1d-47b7-bb00-92468aea927a",Household,"Cash to Russell, Simone X.",,Ref 7545,GBP,-267.71,BOOKED,2020-11-08 13:15:24,2021-06-24 17:42:39,2021-06-24 17:42:39
c67fba46-fe99-4cb1-b376-50cb22adff98,Household,"Cash to Montoya, Adrienne E.",,Ref 1614,GBP,-200.46,BOOKED,2020-11-05 13:30:56,2021-06-24 17:42:39,2021-06-24 17:42:39
e2d07d3f-493c-43fa-8b61-cb6b2867157f,Household,"Cash from Mcclure, Kristen S.",,Ref 8920,GBP,47.58,BOOKED,2020-11-02 05:58:24,2021-06-24 17:42:39,2021-06-24 17:42:39
"1c6eaaef-e160-458d-8105-c1f7de2ea25c",Household,"Cash to Peters, Calista O.",,Ref 3338,GBP,-353.37,BOOKED,2020-10-27 21:18:31,2021-06-24 17:42:39,2021-06-24 17:42:39
d2dbb133-a46e-47e9-a1e5-4db98d402fe3,Household,"Cash to Roberson, Acton Z.",,Ref 2250,GBP,-10.27,BOOKED,2020-10-27 19:26:45,2021-06-24 17:42:39,2021-06-24 17:42:39
"7ae0170b-894f-4bb1-a195-dd18b9760cc3",Household,"Cash from Harding, Michael Y.",,Ref 8359,GBP,458.81,BOOKED,2020-10-27 12:35:43,2021-06-24 17:42:39,2021-06-24 17:42:39
"333d2782-46e1-48b6-8764-ce5de62e7694",Household,"Cash to Mcleod, Kellie I.",Another One,Ref 4087,GBP,-223.44,BOOKED,2020-12-03 05:58:12,2021-06-24 17:42:39,2021-06-24 17:42:39
"78ac3422-85cc-4680-a171-a50ce4fd09a4",Household,"Cash to Dickerson, Keith O.",Another One,Ref 9583,GBP,-321.37,BOOKED,2020-12-02 00:59:02,2021-06-24 17:42:39,2021-06-24 17:42:39
df9f7356-46d1-46dc-a358-dbf12443502c,Household,"Cash to Vasquez, Nichole F.",,Ref 2654,GBP,-321.71,BOOKED,2020-10-25 15:28:20,2021-06-24 17:42:39,2021-06-24 17:42:39
"4dea45b7-f2d6-4d23-870a-64966adc928c",Household,"Cash to Burch, Bruno K.",,Ref 9975,GBP,-322.24,BOOKED,2020-10-23 13:29:22,2021-06-24 17:42:39,2021-06-24 17:42:39
"8176c037-a568-45a7-bb5a-787d136d2560",Household,"Cash to Tucker, Nell T.",,Ref 6189,GBP,-216.06,BOOKED,2020-10-20 18:47:17,2021-06-24 17:42:39,2021-06-24 17:42:39
be074000-a300-44d4-9ab3-ea64281625b5,Household,"Cash to Foster, Germaine Q.",,Ref 9709,GBP,-187.16,BOOKED,2020-10-19 04:47:54,2021-06-24 17:42:39,2021-06-24 17:42:39
a552c7b8-26f1-4c42-bdde-4b9d61410fd7,Household,"Cash from Byers, Raymond G.",,Ref 2405,GBP,185.94,BOOKED,2020-10-18 21:27:39,2021-06-24 17:42:39,2021-06-24 17:42:39
"5ebfdaf3-764b-40e2-bd48-ed8a997d4dcf",Household,"Cash to Morrison, Julian J.",,Ref 3489,GBP,-345.8,BOOKED,2020-10-15 16:29:03,2021-06-24 17:42:39,2021-06-24 17:42:39
da4b2afc-42b7-47e2-a08a-7bb19e0300aa,Household,"Cash from Norton, Lawrence U.",,Ref 9299,GBP,203.96,BOOKED,2020-10-15 16:12:16,2021-06-24 17:42:39,2021-06-24 17:42:39
"382c7b81-3030-4102-aebb-6f6689dbbfb1",Household,"Cash from Gilliam, Kelsey G.",,Ref 226,GBP,440.92,BOOKED,2020-10-14 17:57:20,2021-06-24 17:42:39,2021-06-24 17:42:39
c55461c6-f451-4ba4-b553-1ff3624a7615,Household,"Cash to Strong, Hunter A.",,Ref 4055,GBP,-473.05,BOOKED,2020-10-11 06:50:49,2021-06-24 17:42:39,2021-06-24 17:42:39
d505bab1-fa83-4e9b-869e-f69cc6ef2a36,Household,"Cash to Fletcher, Adrian Q.",,Ref 3557,GBP,-453.63,BOOKED,2020-10-10 17:33:31,2021-06-24 17:42:39,2021-06-24 17:42:39
"9cf89850-2647-49de-a621-f659435b2fc0",Household,"Cash to Bradford, Lacota O.",,Ref 2519,GBP,-156.36,BOOKED,2020-10-09 01:18:04,2021-06-24 17:42:39,2021-06-24 17:42:39
d8380f8c-bdfc-4388-81bb-651cce6206a2,Household,"Cash to Pollard, Leila E.",,Ref 2110,GBP,-288.99,BOOKED,2020-10-07 05:04:17,2021-06-24 17:42:39,2021-06-24 17:42:39
"336b2b04-5a14-4a11-b929-89e6e7c9abd9",Household,"Cash from Snider, Linda L.",,Ref 4759,GBP,443.94,BOOKED,2020-10-07 00:49:56,2021-06-24 17:42:39,2021-06-24 17:42:39
c3a0d5be-52c4-4a26-91ec-1a11ab26689c,Household,"Cash from Snider, Linda L.",,Ref 7707,GBP,130.05,BOOKED,2020-10-03 01:47:12,2021-06-24 17:42:39,2021-06-24 17:42:39
f7b97818-6e2a-4a7f-893f-ed2b69d5008e,Household,"Cash to Quinn, Xantha B.",,Ref 3340,GBP,-208.87,BOOKED,2020-09-29 13:44:42,2021-06-24 17:42:39,2021-06-24 17:42:39
baed609d-6a45-4fe1-bdfb-4918bee94e1a,Household,"Cash from Hebert, Cally W.",,Ref 9298,GBP,115.99,BOOKED,2020-09-25 17:33:13,2021-06-24 17:42:39,2021-06-24 17:42:39
"3ce756ea-4026-400f-a080-344cdc281901",Household,"Cash from Riley, Colleen O.",,Ref 1066,GBP,123.86,BOOKED,2020-09-23 07:42:09,2021-06-24 17:42:39,2021-06-24 17:42:39
"3ae72dbe-0b11-4bf0-a0e2-8d080d674ab6",Household,"Cash to Hardin, Demetrius C.",,Ref 2577,GBP,-101.21,BOOKED,2020-09-21 07:36:26,2021-06-24 17:42:39,2021-06-24 17:42:39
"38fcf3c1-1426-4acd-ac88-523eff249f40",Household,"Cash to Juarez, Jenna M.",,Ref 3752,GBP,-391.05,BOOKED,2020-09-20 11:44:20,2021-06-24 17:42:39,2021-06-24 17:42:39
fba595be-642d-4b9a-aac7-af9017c82b88,Household,"Cash to Patel, Brett H.",,Ref 4246,GBP,-208.94,BOOKED,2020-09-19 17:04:33,2021-06-24 17:42:39,2021-06-24 17:42:39
